p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene_mice	gene	Cell_Identity
3.73360521646242e-66	-1.26880748093008	0.043	0.218	8.20235730004628e-62	Alveolar_macrophage	S100g	S100G	Immune
1.10722809724423e-65	-1.11060348777003	0.039	0.214	2.43246940683586e-61	Alveolar_macrophage	Tmem176b	TMEM176B	Immune
1.2720229372504e-57	-1.04861488225853	0.048	0.211	2.79450719084541e-53	Alveolar_macrophage	Crip2	CRIP2	Immune
6.34606299615893e-57	-1.07127874077022	0.066	0.234	1.39416657962616e-52	Alveolar_macrophage	Gpr116	NA	Immune
7.73821645210704e-54	-1.22510217795938	0.128	0.304	1.7000087723634e-49	Alveolar_macrophage	Apoe	APOE	Immune
2.09518441871996e-53	-1.00281094703361	0.058	0.213	4.60291064948588e-49	Alveolar_macrophage	Lpcat1	LPCAT1	Immune
6.5616285725909e-48	-1.09320532123476	0.038	0.175	1.4415241811125e-43	Alveolar_macrophage	Lcn2	LCN2	Immune
4.57830838775392e-47	-1.22017304814331	0.052	0.192	1.00580856970566e-42	Alveolar_macrophage	Ly6a	NA	Immune
6.73418070497113e-47	-1.1385271455685	0.053	0.194	1.47943215907511e-42	Alveolar_macrophage	Ifitm3	NA	Immune
6.33003099494353e-46	-1.19650763224352	0.095	0.245	1.39064450927914e-41	Alveolar_macrophage	Sec14l3	SEC14L3	Immune
8.88900512624206e-40	-1.10803437143185	0.161	0.307	1.95282553618412e-35	Alveolar_macrophage	H2-Eb1	NA	Immune
2.04784418276989e-35	-1.75773212028311	0.111	0.24	4.49890888512717e-31	Alveolar_macrophage	Ighm	NA	Immune
1.3539603110096e-33	-1.01178356505447	0.051	0.161	2.97451540725699e-29	Alveolar_macrophage	Sdpr	NA	Immune
1.4398801880724e-32	-1.02768576131071	0.164	0.289	3.16327278517626e-28	Alveolar_macrophage	Cyp2f2	CYP2F1	Immune
7.27323852802716e-31	-1.82110606116437	0.036	0.131	1.59785777222229e-26	Alveolar_macrophage	Ccl5	CCL5	Immune
6.29429723960021e-30	-1.03549322041097	0.03	0.122	1.38279416056777e-25	Alveolar_macrophage	Ly6c1	NA	Immune
3.14783356461327e-27	-1.93890299111384	0.208	0.329	6.91547555809889e-23	Alveolar_macrophage	Igkc	NA	Immune
1.74049692718037e-25	-2.86029645871386	0.073	0.167	3.82369769932256e-21	Alveolar_macrophage	Hbb-bs	NA	Immune
8.62829685485921e-12	-1.47376077000653	0.07	0.125	1.89555053604402e-07	Alveolar_macrophage	Igj	NA	Immune
1.90136879163309e-09	-1.14018355055012	0.185	0.239	4.17711709833874e-05	Alveolar_macrophage	Scgb3a2	SCGB3A2	Immune
4.41598861265619e-08	-1.30394592774119	0.148	0.196	0.000970148538314438	Alveolar_macrophage	Lyz1	NA	Immune
0.0	2.83057876278347	0.564	0.018	0.0	B_cells	Ms4a1	MS4A1	Immune
0.0	2.59477853947644	0.504	0.022	0.0	B_cells	Ly6d	LY6D	Immune
0.0	2.48859442559815	0.506	0.027	0.0	B_cells	Cd79b	CD79B	Immune
0.0	2.27553879231063	0.475	0.035	0.0	B_cells	Iglc2	NA	Immune
0.0	2.16387143540246	0.33	0.008	0.0	B_cells	Bank1	BANK1	Immune
0.0	1.98251709625728	0.267	0.007	0.0	B_cells	Faim3	NA	Immune
0.0	1.97204242939728	0.295	0.009	0.0	B_cells	Cd79a	CD79A	Immune
0.0	1.92617492294992	0.401	0.038	0.0	B_cells	Cd37	CD37	Immune
0.0	1.82751864129803	0.302	0.023	0.0	B_cells	H2-DMb2	HLA-DMB	Immune
0.0	1.62127049238918	0.18	0.005	0.0	B_cells	Ebf1	EBF1	Immune
0.0	1.50564128331859	0.189	0.005	0.0	B_cells	Cd19	CD19	Immune
0.0	1.46321409776725	0.14	0.002	0.0	B_cells	Gm19980	NA	Immune
0.0	1.07161656504204	0.771	0.191	0.0	B_cells	Ighm	NA	Immune
3.60777555668437e-294	1.19454192695288	0.937	0.504	7.92592212047989e-290	B_cells	Cd74	CD74	Immune
6.18454446661568e-281	1.42293099500862	0.153	0.005	1.3586825738708e-276	B_cells	Siglecg	NA	Immune
7.68028889366791e-280	1.2933797856936	0.127	0.003	1.6872826670499e-275	B_cells	Pax5	PAX5	Immune
7.97914177542303e-278	1.50161632692943	0.185	0.01	1.75293765664269e-273	B_cells	Fcrla	FCRLA	Immune
4.28534904599347e-253	1.58139826925591	0.243	0.023	9.41448331914305e-249	B_cells	Mzb1	MZB1	Immune
6.1193579948601e-249	1.37336382626456	0.139	0.005	1.34436175789082e-244	B_cells	Tnfrsf13c	TNFRSF13C	Immune
2.40858335883744e-243	1.49693398966413	0.185	0.012	5.29141678102998e-239	B_cells	H2-Ob	HLA-DOB	Immune
7.13849902304264e-240	1.46764329324412	0.174	0.011	1.56825685037224e-235	B_cells	Cd22	CD22	Immune
8.94996440950622e-238	1.12832840412748	0.735	0.263	1.96621768112442e-233	B_cells	H2-Eb1	NA	Immune
5.60659319982458e-201	1.00779345451661	0.784	0.354	1.23171246006946e-196	B_cells	H2-Aa	HLA-DQA1	Immune
4.03721354694642e-195	1.24114705896075	0.802	0.458	8.86935444128658e-191	B_cells	Gm9846	NA	Immune
5.68727111980997e-195	1.44995221556358	0.313	0.053	1.24943659231105e-190	B_cells	Ptprcap	PTPRCAP	Immune
7.71862320945347e-187	1.03507071015809	0.102	0.004	1.69570433288483e-182	B_cells	Cxcr5	CXCR5	Immune
1.62375008455051e-185	-2.16897350115364	0.48	0.829	3.56721656074902e-181	B_cells	Lyz2	NA	Immune
5.72562875631937e-182	1.33522322646633	0.33	0.061	1.2578633814758e-177	B_cells	Plac8	PLAC8	Immune
8.43387398348526e-181	1.11515427515408	0.106	0.004	1.85283777543188e-176	B_cells	Blk	BLK	Immune
4.5394330169941e-176	1.4013226856507	0.147	0.011	9.97268039503434e-172	B_cells	Ralgps2	RALGPS2	Immune
1.71569466703584e-171	1.02286115771289	0.108	0.005	3.76920961401103e-167	B_cells	Gm15987	NA	Immune
5.99690180181265e-166	1.56034753923705	0.335	0.071	1.31745935684022e-161	B_cells	Mndal	NA	Immune
3.89049114143664e-165	1.1824756462525	0.613	0.23	8.54701998862216e-161	B_cells	Cd52	CD52	Immune
4.94442482510892e-156	1.20714423009914	0.154	0.015	1.08624068982818e-151	B_cells	Tnfrsf13b	TNFRSF13B	Immune
1.07241190761966e-153	1.08923673254861	0.106	0.006	2.35598171984963e-149	B_cells	Bcl11a	BCL11A	Immune
7.7533082084453e-153	1.17623953172382	0.138	0.012	1.70332428031335e-148	B_cells	Blnk	BLNK	Immune
2.18307386849466e-150	1.48129241755303	0.202	0.028	4.79599498169592e-146	B_cells	Mef2c	MEF2C	Immune
8.66266622820511e-139	1.28002895083925	0.235	0.041	1.90310114367438e-134	B_cells	Ly86	LY86	Immune
1.05362717231236e-138	1.02764726457373	0.112	0.008	2.31471353485302e-134	B_cells	Pou2af1	POU2AF1	Immune
7.08935120854769e-138	1.10717184219863	0.147	0.016	1.55745956700584e-133	B_cells	C130026I21Rik	NA	Immune
2.21237719050083e-135	1.29710828863875	0.221	0.037	4.86037144981127e-131	B_cells	Sp140	NA	Immune
4.90373027194474e-124	1.03067711095258	0.675	0.376	1.07730050344354e-119	B_cells	Gm6472	NA	Immune
8.3632994963769e-124	1.1397521455063	0.105	0.008	1.83733326635904e-119	B_cells	H2-Oa	HLA-DOA	Immune
7.01345326550491e-123	1.16718995866471	0.151	0.019	1.54078554789877e-118	B_cells	Ltb	LTB	Immune
7.86289037190353e-120	1.25997946652932	0.25	0.052	1.72739838580349e-115	B_cells	Gimap6	GIMAP6	Immune
1.06326750208931e-116	1.29813517416242	0.218	0.041	2.33589237534e-112	B_cells	Syk	SYK	Immune
1.47331075008066e-110	-1.80075160891375	0.191	0.567	3.2367163868522e-106	B_cells	Cbr2	NA	Immune
1.44366537980169e-108	1.00809776271977	0.103	0.009	3.17158847288634e-104	B_cells	Btla	BTLA	Immune
3.88890620247894e-108	-2.30448234794926	0.318	0.654	8.54353803622598e-104	B_cells	Sftpa1	NA	Immune
2.29411808223078e-107	-2.37252282057941	0.774	0.916	5.0399480148528e-103	B_cells	Sftpc	SFTPC	Immune
7.94776057471044e-105	1.19452466871533	0.124	0.015	1.74604352065814e-100	B_cells	Cd72	CD72	Immune
1.27254891552954e-101	-1.43506492830811	0.194	0.574	2.79566271252685e-97	B_cells	Npc2	NPC2	Immune
1.42813385882919e-101	1.14442525873659	0.329	0.099	3.13746727446185e-97	B_cells	Rac2	RAC2	Immune
2.55806213749824e-99	1.01026981723608	0.104	0.011	5.61980670986989e-95	B_cells	Cd38	CD38	Immune
6.02337399208452e-99	-1.94346372910909	0.222	0.574	1.32327503232105e-94	B_cells	Sftpb	SFTPB	Immune
3.75547253020505e-97	1.12727457191172	0.186	0.035	8.25039760160747e-93	B_cells	Gimap1	NA	Immune
1.80405984235738e-94	1.19417220352059	0.171	0.031	3.96333906767493e-90	B_cells	Cmah	NA	Immune
2.67248792517359e-90	1.12950337557771	0.219	0.051	5.87118872281386e-86	B_cells	Ifi203	NA	Immune
5.61718430719353e-89	1.05438452346345	0.226	0.054	1.23403922044735e-84	B_cells	Gimap4	GIMAP4	Immune
4.3974621634549e-86	1.00882662801531	0.538	0.281	9.66078462689408e-82	B_cells	Rps7	RPS7	Immune
8.41344097491905e-86	1.14511596982149	0.151	0.027	1.84834884777997e-81	B_cells	Pyhin1	NA	Immune
1.60515466204878e-84	-1.97887230388074	0.094	0.428	3.52636427705496e-80	B_cells	Sftpd	SFTPD	Immune
4.79409584263288e-80	1.06542382612224	0.246	0.068	1.05321491566802e-75	B_cells	Ets1	ETS1	Immune
9.47530969603006e-79	1.15189883432216	0.222	0.059	2.08163078712084e-74	B_cells	Filip1l	FILIP1L	Immune
2.17414913003938e-78	-1.56005364333024	0.075	0.402	4.77638822378351e-74	B_cells	Wfdc2	WFDC2	Immune
1.18502485198252e-77	-1.88271028934718	0.077	0.395	2.6033810973204e-73	B_cells	Slc34a2	SLC34A2	Immune
9.31211837603857e-75	1.02610857581098	0.167	0.036	2.04577928603191e-70	B_cells	Swap70	SWAP70	Immune
6.26528634697901e-74	1.18722593252236	0.219	0.06	1.37642075756782e-69	B_cells	D17H6S56E-5	NA	Immune
9.69406858792146e-74	1.10843841224476	0.158	0.033	2.12968992808047e-69	B_cells	March1	MARCHF1	Immune
3.04312272054576e-72	-1.80263696505404	0.103	0.407	6.68543630476698e-68	B_cells	Cxcl15	NA	Immune
3.00515761152642e-71	1.12483176281363	0.228	0.067	6.60203075676238e-67	B_cells	Apobec3	APOBEC3H	Immune
1.14721265400568e-69	-1.48823194804836	0.062	0.367	2.52031147958507e-65	B_cells	Cd36	CD36	Immune
3.98670280380314e-68	-1.78823165404775	0.047	0.336	8.75838738967512e-64	B_cells	Chi3l1	NA	Immune
9.28551187578778e-67	1.05653560239018	0.161	0.038	2.03993410399182e-62	B_cells	Cnp	CNP	Immune
7.33020851771333e-66	-1.27297955566139	0.06	0.357	1.61037350925644e-61	B_cells	App	APP	Immune
1.20460417244801e-60	-1.45989444982048	0.913	0.974	2.64639490645103e-56	B_cells	Scgb1a1	SCGB1A1	Immune
1.27190963038623e-59	-1.4654672668588	0.035	0.3	2.79425826699551e-55	B_cells	Atp1b1	ATP1B1	Immune
2.07774865092058e-59	-1.48060601327342	0.034	0.298	4.56460601120743e-55	B_cells	Rnase4	RNASE4	Immune
3.82058171887714e-58	1.00053693958644	0.17	0.045	8.39343597820119e-54	B_cells	A430104N18Rik	NA	Immune
4.12214838603625e-56	-1.31645105731438	0.127	0.401	9.05594778928303e-52	B_cells	Cd9	CD9	Immune
6.43670726149625e-56	1.02217285672062	0.14	0.033	1.41408021827811e-51	B_cells	Sell	SELL	Immune
7.58952431378076e-56	-1.72777117609313	0.028	0.273	1.6673425964945e-51	B_cells	Hc	C5	Immune
8.39485651752662e-56	1.07474257656448	0.179	0.052	1.84426602833542e-51	B_cells	Man1a	MAN1A1	Immune
1.49086179444983e-55	-1.29579848729065	0.063	0.325	3.27527427622683e-51	B_cells	Sepp1	NA	Immune
1.81333570865733e-55	1.04314214373979	0.249	0.09	3.98371721834928e-51	B_cells	Ptpn6	PTPN6	Immune
1.00137683529304e-53	-1.17761827208735	0.089	0.351	2.19992476945529e-49	B_cells	Anxa2	ANXA2	Immune
5.26680073118319e-53	-1.24514182302648	0.067	0.321	1.15706345263364e-48	B_cells	Hp	HP	Immune
2.2287789435618e-52	1.03178079989827	0.214	0.073	4.89640446111092e-48	B_cells	Snx2	SNX2	Immune
8.14123063808251e-52	1.00142418396768	0.191	0.06	1.78854695888035e-47	B_cells	Unc93b1	UNC93B1	Immune
2.02624436145182e-51	-1.16844573976333	0.062	0.311	4.45145623767351e-47	B_cells	Mgst1	MGST1	Immune
3.11256746357481e-50	-1.20201150562011	0.041	0.279	6.8379994607275e-46	B_cells	Selenbp1	NA	Immune
5.1038016520777e-50	-1.54608681497574	0.034	0.26	1.12125418494495e-45	B_cells	Lamp3	LAMP3	Immune
1.5953071076613e-46	1.02239662796542	0.357	0.185	3.5047301848211e-42	B_cells	Zfp36l1	ZFP36L1	Immune
1.60184385239108e-45	-1.42828197656066	0.02	0.227	3.51909075931796e-41	B_cells	Sfta2	SFTA2	Immune
8.17896939657149e-45	-1.47245976511746	0.021	0.227	1.79683778673279e-40	B_cells	Mt1	NA	Immune
4.04942390886252e-44	-1.15871005344104	0.03	0.241	8.89617938538007e-40	B_cells	Ces1d	NA	Immune
1.43366703397818e-43	-1.88046338828473	0.085	0.3	3.14962310694665e-39	B_cells	Ccl6	NA	Immune
1.47124346584689e-43	-1.19044987749041	0.023	0.228	3.23217477011904e-39	B_cells	Cd63	CD63	Immune
4.76780368446886e-42	-1.04152089707003	0.053	0.266	1.04743879144096e-37	B_cells	Alcam	ALCAM	Immune
4.99918751367115e-42	-1.20968134400578	0.019	0.215	1.09827150487842e-37	B_cells	Nupr1	NUPR1	Immune
2.21270346552858e-41	-1.32422936850047	0.018	0.209	4.86108824341973e-37	B_cells	S100g	S100G	Immune
8.21269751803566e-36	-1.23758587810346	0.256	0.479	1.80424751773725e-31	B_cells	Cst3	CST3	Immune
1.46460246979605e-35	-1.12911043476072	0.019	0.189	3.21758516589494e-31	B_cells	Dram1	DRAM1	Immune
9.80196661873171e-35	-1.06386812221272	0.028	0.199	2.15339404646917e-30	B_cells	Mettl7a1	NA	Immune
3.50360374514612e-34	-1.01257022690255	0.036	0.21	7.69706706771151e-30	B_cells	Wbp5	NA	Immune
6.80443634916362e-34	-1.12690952100633	0.095	0.285	1.49486662154776e-29	B_cells	Ctsd	CTSD	Immune
1.66198888459182e-33	-1.18918613657221	0.041	0.212	3.65122338055977e-29	B_cells	Gstm1	NA	Immune
3.74894988160679e-33	-1.14124699462345	0.023	0.186	8.23606799490196e-29	B_cells	Anxa1	ANXA1	Immune
5.07201052453962e-33	-1.00973333314844	0.047	0.225	1.11426999213611e-28	B_cells	Gpr116	NA	Immune
9.6686609990068e-33	-1.09170500516198	0.013	0.168	2.1241081348718e-28	B_cells	Trf	NA	Immune
